seqid	seqid_raw	probeid	sumstat_file	file_basename	parsed_symbol	parsed_alias	package_symbol	symbol	gene_name	target_full_name	gene_name_hg38	uniprot_ids	entrez_ids	ensembl_gene_ids	gene_id_hg38	cytoband	chromosome_hg38	gene_start_hg38	gene_end_hg38	strand_hg38	tss_hg38	n_somascan_rows	n_coord_rows	mapping_source
"SeqId_8305_18"	"8305_18"	"8305-18"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8305_18_SULF2_SULF2.txt.gz"	"8305_18_SULF2_SULF2.txt.gz"	"SULF2"	"SULF2"	"SULF2"	"SULF2"	"sulfatase 2"	"Extracellular sulfatase Sulf-2"	"SULF2"	"E1P5U6;Q5JYE1;Q6UX86;Q8IWU5;Q96SG2;Q9H1H0;Q9UJR3;Q9ULH3"	"55959"	"ENSG00000196562"	"ENSG00000196562"	"20q13.12"	"20"	47656348	47786616	-1	47786616	8	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_13944_3"	"13944_3"	"13944-3"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/13944_3_SULT1A3_SULT_1A3.txt.gz"	"13944_3_SULT1A3_SULT_1A3.txt.gz"	"SULT1A3"	"SULT_1A3"	"SULT1A3"	"SULT1A3"	"sulfotransferase family 1A member 3"	"Sulfotransferase 1A3"	"SULT1A3"	"B3KT14;B4DNV0;O95603;P0DMM9;P0DMN0;P50224;Q1ET61;Q1ET62;Q1ET63;Q1ET66;Q2TAB3;Q6ZWJ5"	"6818"	"ENSG00000261052"	"ENSG00000261052"	"16p11.2"	"16"	30199228	30204310	1	30199228	12	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12671_35"	"12671_35"	"12671-35"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12671_35_SULT1B1_ST1B1.txt.gz"	"12671_35_SULT1B1_ST1B1.txt.gz"	"SULT1B1"	"ST1B1"	"SULT1B1"	"SULT1B1"	"sulfotransferase family 1B member 1"	"Sulfotransferase family cytosolic 1B member 1"	"SULT1B1"	"O15497;O43704;Q96FI1;Q9UK34"	"27284"	"ENSG00000173597"	"ENSG00000173597"	"4q13.3"	"4"	69721162	69787961	-1	69787961	4	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17811_78"	"17811_78"	"17811-78"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17811_78_SULT1C2_ST1C2.txt.gz"	"17811_78_SULT1C2_ST1C2.txt.gz"	"SULT1C2"	"ST1C2"	"SULT1C2"	"SULT1C2"	"sulfotransferase family 1C member 2"	"Sulfotransferase 1C2"	"SULT1C2"	"B2R813;B4DLP0;O00338;Q53SG4"	"6819"	"ENSG00000198203"	"ENSG00000198203"	"2q12.3"	"2"	108288639	108309915	1	108288639	4	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_16932_5"	"16932_5"	"16932-5"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/16932_5_SULT1E1_SULT_1E.txt.gz"	"16932_5_SULT1E1_SULT_1E.txt.gz"	"SULT1E1"	"SULT_1E"	"SULT1E1"	"SULT1E1"	"sulfotransferase family 1E member 1"	"Estrogen sulfotransferase"	"SULT1E1"	"P49888;Q53X91;Q8N6X5"	"6783"	"ENSG00000109193"	"ENSG00000109193"	"4q13.3"	"4"	69810780	69860152	-1	69860152	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9829_91"	"9829_91"	"9829-91"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9829_91_SULT2A1_SULT_2A1.txt.gz"	"9829_91_SULT2A1_SULT_2A1.txt.gz"	"SULT2A1"	"SULT_2A1"	"SULT2A1"	"SULT2A1"	"sulfotransferase family 2A member 1"	"Bile salt sulfotransferase"	"SULT2A1"	"A8K015;Q06520"	"6822"	"ENSG00000105398"	"ENSG00000105398"	"19q13.33"	"19"	47870466	47886397	-1	47886397	2	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17209_27"	"17209_27"	"17209-27"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17209_27_SULT2B1_ST2B1.txt.gz"	"17209_27_SULT2B1_ST2B1.txt.gz"	"SULT2B1"	"ST2B1"	"SULT2B1"	"SULT2B1"	"sulfotransferase family 2B member 1"	"Sulfotransferase family cytosolic 2B member 1"	"SULT2B1"	"O00204;O00205;O75814"	"6820"	"ENSG00000088002"	"ENSG00000088002"	"19q13.33"	"19"	48552075	48599425	1	48552075	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8357_43"	"8357_43"	"8357-43"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8357_43_SULT4A1_ST4A1.txt.gz"	"8357_43_SULT4A1_ST4A1.txt.gz"	"SULT4A1"	"ST4A1"	"SULT4A1"	"SULT4A1"	"sulfotransferase family 4A member 1"	"Sulfotransferase 4A1"	"SULT4A1"	"B2R7N3;B7Z320;O43728;Q9BR01;B7Z2E1"	"25830"	"ENSG00000130540"	"ENSG00000130540"	"22q13.31"	"22"	43824509	43862503	-1	43862503	5	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_6941_11"	"6941_11"	"6941-11"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/6941_11_SUMF1_SUMF1.txt.gz"	"6941_11_SUMF1_SUMF1.txt.gz"	"SUMF1"	"SUMF1"	"SUMF1"	"SUMF1"	"sulfatase modifying factor 1"	"Sulfatase-modifying factor 1"	"SUMF1"	"Q8NBK3;B4DXK5;B7XD05;E9PGL0;F5GXA0;G5E9B0;Q0VAC6;Q0VAC7;Q2NL78;Q53ZE4;Q6UY39;Q96AK5;Q96DK8"	"285362"	"ENSG00000144455"	"ENSG00000144455"	"3p26.1"	"3"	3700814	4467281	-1	4467281	13	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_6069_71"	"6069_71"	"6069-71"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/6069_71_SUMF2_SUMF2.txt.gz"	"6069_71_SUMF2_SUMF2.txt.gz"	"SUMF2"	"SUMF2"	"SUMF2"	"SUMF2"	"sulfatase modifying factor 2"	"Sulfatase-modifying factor 2"	"SUMF2"	"A0A384ME15;A8MXB9;B4DLK7;Q8NBJ7;E9PBT8;F8WA42;C9J660;B4DU41;B4DWQ0;Q14DW5;Q53ZE3;Q96BH2;Q9BRN3;Q9BWI1;Q9Y405;C9JL30"	"25870"	"ENSG00000129103"	"ENSG00000129103"	"7p11.2"	"7"	56064002	56080670	1	56064002	16	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_19555_1"	"19555_1"	"19555-1"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/19555_1_SUMO2_SUMO2.txt.gz"	"19555_1_SUMO2_SUMO2.txt.gz"	"SUMO2"	"SUMO2"	"SUMO2"	"SUMO2"	"small ubiquitin like modifier 2"	"Small ubiquitin-related modifier 2"	"SUMO2"	"P61956;B2R4I2;P55855;Q32Q42;Q6IPZ6;Q96HK1"	"6613"	"ENSG00000188612"	"ENSG00000188612"	"17q25.1"	"17"	75165586	75182983	-1	75182983	6	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_14623_26"	"14623_26"	"14623-26"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/14623_26_SUMO3_SUMO3.txt.gz"	"14623_26_SUMO3_SUMO3.txt.gz"	"SUMO3"	"SUMO3"	"SUMO3"	"SUMO3"	"small ubiquitin like modifier 3"	"Small ubiquitin-related modifier 3"	"SUMO3"	"P55854;B2R5X4;B4DUW4;Q53HI9;Q6FGD4;Q9BWR4"	"6612"	"ENSG00000184900"	"ENSG00000184900"	"21q22.3"	"21"	44805617	44818779	-1	44818779	6	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8852_10"	"8852_10"	"8852-10"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8852_10_SUN3_SUN3.txt.gz"	"8852_10_SUN3_SUN3.txt.gz"	"SUN3"	"SUN3"	"SUN3"	"SUN3"	"Sad1 and UNC84 domain containing 3"	"SUN domain-containing protein 3"	"SUN3"	"A4D2F3;B4DXK1;D3DVM3;E7EWC8;Q4F965;Q7Z4U8;Q8TAQ9;H7BZA7"	"256979"	"ENSG00000164744"	"ENSG00000164744"	"7p12.3"	"7"	47987148	48029119	-1	48029119	8	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_11260_47"	"11260_47"	"11260-47"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/11260_47_SUN5_SPA4L.txt.gz"	"11260_47_SUN5_SPA4L.txt.gz"	"SUN5"	"SPA4L"	"SUN5"	"SUN5"	"Sad1 and UNC84 domain containing 5"	"SUN domain-containing protein 5"	"SUN5"	"A0A384MDU5;A6NJ82;Q5T9R0;Q8TC36;A9Z1W8"	"140732"	"ENSG00000167098"	"ENSG00000167098"	"20q11.21"	"20"	32983773	33004433	-1	33004433	5	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_18324_61"	"18324_61"	"18324-61"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/18324_61_SUOX_SUOX.txt.gz"	"18324_61_SUOX_SUOX.txt.gz"	"SUOX"	"SUOX"	"SUOX"	"SUOX"	"sulfite oxidase"	"Sulfite oxidase, mitochondrial"	"SUOX"	"B2R6Y2;P51687"	"6821"	"ENSG00000139531"	"ENSG00000139531"	"12q13.2"	"12"	55997180	56006641	1	55997180	2	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8009_121"	"8009_121"	"8009-121"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8009_121_SURF1_SURF1.txt.gz"	"8009_121_SURF1_SURF1.txt.gz"	"SURF1"	"SURF1"	"SURF1"	"SURF1"	"SURF1 cytochrome c oxidase assembly factor"	"Surfeit locus protein 1"	"SURF1"	"A0A087WYS9;A0A0S2Z523;E5KRX5;Q15526;Q5T8T3;Q5T8T4"	"6834"	"ENSG00000148290;ENSG00000280627"	"ENSG00000148290"	"9q34.2"	"9"	133351755	133356676	-1	133356676	12	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9582_93"	"9582_93"	"9582-93"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9582_93_SUSD1_SUSD1.txt.gz"	"9582_93_SUSD1_SUSD1.txt.gz"	"SUSD1"	"SUSD1"	"SUSD1"	"SUSD1"	"sushi domain containing 1"	"Sushi domain-containing protein 1"	"SUSD1"	"H3BLV4;F8WAQ1;A1A4C5;A8KA03;Q5T8V6;Q5T8V7;Q6P9G7;Q6UWL2;Q8WU83;Q96DM9;Q9H6V2;Q9NTA7"	"64420"	"ENSG00000106868"	"ENSG00000106868"	"9q31.3-q32"	"9"	112040785	112175408	-1	112175408	12	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_5752_63"	"5752_63"	"5752-63"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/5752_63_SUSD3_SUSD3.txt.gz"	"5752_63_SUSD3_SUSD3.txt.gz"	"SUSD3"	"SUSD3"	"SUSD3"	"SUSD3"	"sushi domain containing 3"	"Sushi domain-containing protein 3"	"SUSD3"	"Q96L08;A0A087WVN2;S4R444;Q49AA6;Q6UXV7"	"203328"	"ENSG00000157303"	"ENSG00000157303"	"9q22.31"	"9"	93058688	93085138	1	93058688	5	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12880_1"	"12880_1"	"12880-1"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12880_1_SV2A_SV2A.txt.gz"	"12880_1_SV2A_SV2A.txt.gz"	"SV2A"	"SV2A"	"SV2A"	"SV2A"	"synaptic vesicle glycoprotein 2A"	"Synaptic vesicle glycoprotein 2A"	"SV2A"	"B4E000;A8K6Q3;D3DUZ7;O94841;Q5QNX8;Q7L0J3;Q7Z3L6;Q8NBJ6;Q9BVZ9"	"9900"	"ENSG00000159164"	"ENSG00000159164"	"1q21.2"	"1"	149903318	149917882	-1	149917882	9	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_11109_56"	"11109_56"	"11109-56"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/11109_56_SVEP1_SVEP1.txt.gz"	"11109_56_SVEP1_SVEP1.txt.gz"	"SVEP1"	"SVEP1"	"SVEP1"	"SVEP1"	"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:Sushi 15-18"	"SVEP1"	"Q0P675;Q4LDE5;Q5D213;Q5JB40;Q5T938;Q5VTE4;Q5VTE5;Q7Z387;Q7Z3G3;Q8NBT9;Q96JU7;Q9H284;Q9H8J9"	"79987"	"ENSG00000165124"	"ENSG00000165124"	"9q31.3"	"9"	110365251	110579880	-1	110579880	13	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_11178_21"	"11178_21"	"11178-21"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/11178_21_SVEP1_SVEP1.txt.gz"	"11178_21_SVEP1_SVEP1.txt.gz"	"SVEP1"	"SVEP1"	"SVEP1"	"SVEP1"	"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:EGF-like domains 4-6"	"SVEP1"	"Q0P675;Q4LDE5;Q5D213;Q5JB40;Q5T938;Q5VTE4;Q5VTE5;Q7Z387;Q7Z3G3;Q8NBT9;Q96JU7;Q9H284;Q9H8J9"	"79987"	"ENSG00000165124"	"ENSG00000165124"	"9q31.3"	"9"	110365251	110579880	-1	110579880	13	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_18285_6"	"18285_6"	"18285-6"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/18285_6_SVIP_SVIP.txt.gz"	"18285_6_SVIP_SVIP.txt.gz"	"SVIP"	"SVIP"	"SVIP"	"SVIP"	"small VCP interacting protein"	"Small VCP/p97-interacting protein"	"SVIP"	"Q8NHG7"	"258010"	"ENSG00000198168"	"ENSG00000198168"	"11p14.3"	"11"	22813799	22830299	-1	22830299	1	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_13552_7"	"13552_7"	"13552-7"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/13552_7_SWAP70_SWP70.txt.gz"	"13552_7_SWAP70_SWP70.txt.gz"	"SWAP70"	"SWP70"	"SWAP70"	"SWAP70"	"switching B cell complex subunit SWAP70"	"Switch-associated protein 70"	"SWAP70"	"B3KUB9;E7EMB1;D3DQV1;O75135;Q7LCY6;Q9P061;Q9P0Z8;Q9UH65"	"23075"	"ENSG00000133789"	"ENSG00000133789"	"11p15.4"	"11"	9664077	9752991	1	9664077	8	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_19438_68"	"19438_68"	"19438-68"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/19438_68_SYF2_SYF2.txt.gz"	"19438_68_SYF2_SYF2.txt.gz"	"SYF2"	"SYF2"	"SYF2"	"SYF2"	"SYF2 pre-mRNA splicing factor"	"Pre-mRNA-splicing factor SYF2"	"SYF2"	"B2RBX8;O95926;Q5TH73"	"25949"	"ENSG00000117614"	"ENSG00000117614"	"1p36.11"	"1"	25222679	25232502	-1	25232502	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_10722_13"	"10722_13"	"10722-13"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/10722_13_SYK_KSYK.txt.gz"	"10722_13_SYK_KSYK.txt.gz"	"SYK"	"KSYK"	"SYK"	"SYK"	"spleen associated tyrosine kinase"	"Tyrosine-protein kinase SYK:Protein kinase domain"	"SYK"	"A8K4G2;P43405;C3W981"	"6850"	"ENSG00000165025"	"ENSG00000165025"	"9q22.2"	"9"	90801787	90898549	1	90801787	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_11378_37"	"11378_37"	"11378-37"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/11378_37_SYK_KSYK.txt.gz"	"11378_37_SYK_KSYK.txt.gz"	"SYK"	"KSYK"	"SYK"	"SYK"	"spleen associated tyrosine kinase"	"Tyrosine-protein kinase SYK:Src Homology domain"	"SYK"	"A8K4G2;P43405;C3W981"	"6850"	"ENSG00000165025"	"ENSG00000165025"	"9q22.2"	"9"	90801787	90898549	1	90801787	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7199_3"	"7199_3"	"7199-3"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7199_3_SYN3_SYN3.txt.gz"	"7199_3_SYN3_SYN3.txt.gz"	"SYN3"	"SYN3"	"SYN3"	"SYN3"	"synapsin III"	"Synapsin-3"	"SYN3"	"Q17R54;Q59EX7;B1B1F9;O14994"	"8224"	"ENSG00000185666"	"ENSG00000185666"	"22q12.3"	"22"	32512552	33058372	-1	33058372	4	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_4224_7"	"4224_7"	"4224-7"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/4224_7_SYNCRIP_HNRPQ.txt.gz"	"4224_7_SYNCRIP_HNRPQ.txt.gz"	"SYNCRIP"	"HNRPQ"	"SYNCRIP"	"SYNCRIP"	"synaptotagmin binding cytoplasmic RNA interacting protein"	"Heterogeneous nuclear ribonucleoprotein Q"	"SYNCRIP"	"B7Z645;Q59GL1;A0A7I2V4Z0;B2R8Z8;A0A7I2YQN2;O60506;A0A7I2V2F2;A0A7I2V309;E1P501;E1P502;Q53H05;Q5TCG2;Q5TCG3;Q8IW78;Q8N599;Q96LC1;Q96LC2;Q9Y583"	"10492"	"ENSG00000135316;ENSG00000271793"	"ENSG00000135316"	"6q14.3"	"6"	85607785	85643792	-1	85643792	36	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9789_52"	"9789_52"	"9789-52"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9789_52_SYNE2_Nesprin_2.txt.gz"	"9789_52_SYNE2_Nesprin_2.txt.gz"	"SYNE2"	"Nesprin_2"	"SYNE2"	"SYNE2"	"spectrin repeat containing nuclear envelope protein 2"	"Nesprin-2"	"SYNE2"	"B4DND7;B4DPR6;G3V5X4;I6XXQ5;Q540G1;Q86YP9;Q8N1S3;Q8NF49;Q8TER7;Q8WWW3;Q8WWW4;Q8WWW5;Q8WXH0;Q8WXH1;Q9NU50;Q9UFQ4;Q9Y2L4;Q9Y4R1;Q6MZP0;A0A0C4DGK3"	"23224"	"ENSG00000054654"	"ENSG00000054654"	"14q23.2"	"14"	63852983	64226433	1	63852983	20	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_13375_48"	"13375_48"	"13375-48"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/13375_48_SYNGR3_SNG3.txt.gz"	"13375_48_SYNGR3_SNG3.txt.gz"	"SYNGR3"	"SNG3"	"SYNGR3"	"SYNGR3"	"synaptogyrin 3"	"Synaptogyrin-3"	"SYNGR3"	"B2R9S0;O43761"	"9143"	"ENSG00000127561;ENSG00000291941"	"ENSG00000127561"	"16p13.3"	"16"	1989660	1994275	1	1989660	4	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17348_5"	"17348_5"	"17348-5"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17348_5_SYNJ2BP_SYJ2B.txt.gz"	"17348_5_SYNJ2BP_SYJ2B.txt.gz"	"SYNJ2BP"	"SYJ2B"	"SYNJ2BP"	"SYNJ2BP"	"synaptojanin 2 binding protein"	"Synaptojanin-2-binding protein"	"SYNJ2BP"	"P57105;Q49SH3;Q96IA4"	"55333"	"ENSG00000213463"	"ENSG00000213463"	"14q24.2"	"14"	70366496	70417061	-1	70417061	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7089_42"	"7089_42"	"7089-42"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7089_42_SYT11_SYT11.txt.gz"	"7089_42_SYT11_SYT11.txt.gz"	"SYT11"	"SYT11"	"SYT11"	"SYT11"	"synaptotagmin 11"	"Synaptotagmin-11"	"SYT11"	"Q14998;Q5W0D4;Q68CT5;Q8IXU3;Q96SU2;Q9BT88"	"23208"	"ENSG00000132718"	"ENSG00000132718"	"1q22"	"1"	155859509	155885199	1	155859509	6	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9110_2"	"9110_2"	"9110-2"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9110_2_SYT17_SYT17.txt.gz"	"9110_2_SYT17_SYT17.txt.gz"	"SYT17"	"SYT17"	"SYT17"	"SYT17"	"synaptotagmin 17"	"Synaptotagmin-17"	"SYT17"	"B4DJB2;H3BN78;H3BRH9;H3BQZ6;O43330;Q9BSW7;Q9NZ18"	"51760"	"ENSG00000103528"	"ENSG00000103528"	"16p12.3"	"16"	19167971	19268334	1	19167971	7	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9577_26"	"9577_26"	"9577-26"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9577_26_SYT2_SYT2.txt.gz"	"9577_26_SYT2_SYT2.txt.gz"	"SYT2"	"SYT2"	"SYT2"	"SYT2"	"synaptotagmin 2"	"Synaptotagmin-2"	"SYT2"	"Q496K5;Q8N9I0;Q8NBE5"	"127833"	"ENSG00000143858"	"ENSG00000143858"	"1q32.1"	"1"	202590596	202710417	-1	202710417	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17355_56"	"17355_56"	"17355-56"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17355_56_SYT4_SYT4.txt.gz"	"17355_56_SYT4_SYT4.txt.gz"	"SYT4"	"SYT4"	"SYT4"	"SYT4"	"synaptotagmin 4"	"Synaptotagmin-4"	"SYT4"	"A8K539;B4DEU3;Q9H2B2;Q9P2K4"	"6860"	"ENSG00000132872"	"ENSG00000132872"	"18q12.3"	"18"	43267878	43277650	-1	43277650	4	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9099_19"	"9099_19"	"9099-19"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9099_19_SYT5_SYT5.txt.gz"	"9099_19_SYT5_SYT5.txt.gz"	"SYT5"	"SYT5"	"SYT5"	"SYT5"	"synaptotagmin 5"	"Synaptotagmin-5"	"SYT5"	"O00445;B3KWJ8;B7Z300;Q05BS5;Q86X72;Q4FD32"	"6861"	"ENSG00000129990"	"ENSG00000129990"	"19q13.42"	"19"	55171199	55180441	-1	55180441	12	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7121_2"	"7121_2"	"7121-2"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7121_2_SYT7_SYT7.txt.gz"	"7121_2_SYT7_SYT7.txt.gz"	"SYT7"	"SYT7"	"SYT7"	"SYT7"	"synaptotagmin 7"	"Synaptotagmin-7"	"SYT7"	"O43581;F5GZC2;F5GZU9;F5H126;F5H1N2;F5H6C1;Q08AH6"	"9066"	"ENSG00000011347"	"ENSG00000011347"	"11q12.2"	"11"	61515313	61581148	-1	61581148	7	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7932_23"	"7932_23"	"7932-23"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7932_23_SYT8_SYT8.txt.gz"	"7932_23_SYT8_SYT8.txt.gz"	"SYT8"	"SYT8"	"SYT8"	"SYT8"	"synaptotagmin 8"	"Synaptotagmin-8"	"SYT8"	"H0Y3G9;A6NCR4;A6NFJ4;Q8NBV8;Q9NSV9;A0AA75HZC2"	"90019"	"ENSG00000149043;ENSG00000288149"	"ENSG00000149043"	"11p15.5"	"11"	1828307	1837521	1	1828307	12	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8066_38"	"8066_38"	"8066-38"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8066_38_SYT9_SYT9.txt.gz"	"8066_38_SYT9_SYT9.txt.gz"	"SYT9"	"SYT9"	"SYT9"	"SYT9"	"synaptotagmin 9"	"Synaptotagmin-9"	"SYT9"	"B2RCA8;Q86SS6;E9PDN4;H0YCQ9;Q8NCP8"	"143425"	"ENSG00000170743"	"ENSG00000170743"	"11p15.4"	"11"	7238778	7469042	1	7238778	5	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12892_10"	"12892_10"	"12892-10"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12892_10_SYTL1_SYTL1.txt.gz"	"12892_10_SYTL1_SYTL1.txt.gz"	"SYTL1"	"SYTL1"	"SYTL1"	"SYTL1"	"synaptotagmin like 1"	"Synaptotagmin-like protein 1"	"SYTL1"	"A8KAH3;Q5SSC9;Q8IYJ3;Q96BB6;Q96GU6;Q96S89;Q96SI0"	"84958"	"ENSG00000142765"	"ENSG00000142765"	"1p36.11"	"1"	27342020	27353937	1	27342020	7	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_11563_51"	"11563_51"	"11563-51"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/11563_51_SYTL4_SYTL4.txt.gz"	"11563_51_SYTL4_SYTL4.txt.gz"	"SYTL4"	"SYTL4"	"SYTL4"	"SYTL4"	"synaptotagmin like 4"	"Synaptotagmin-like protein 4:Ca2+-dependent membrane-targeting module 2"	"SYTL4"	"A8K973;B2R7R4;Q5H9J3;Q5JPG8;Q8N9P4;Q96C24;Q9H4R0;Q9H4R1"	"94121"	"ENSG00000102362"	"ENSG00000102362"	"Xq22.1"	"X"	100674491	100732123	-1	100732123	8	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9090_9"	"9090_9"	"9090-9"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9090_9_SYTL4_SYTL4.txt.gz"	"9090_9_SYTL4_SYTL4.txt.gz"	"SYTL4"	"SYTL4"	"SYTL4"	"SYTL4"	"synaptotagmin like 4"	"Synaptotagmin-like protein 4:Ca2+-dependent membrane-targeting module 1"	"SYTL4"	"A8K973;B2R7R4;Q5H9J3;Q5JPG8;Q8N9P4;Q96C24;Q9H4R0;Q9H4R1"	"94121"	"ENSG00000102362"	"ENSG00000102362"	"Xq22.1"	"X"	100674491	100732123	-1	100732123	8	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9337_43"	"9337_43"	"9337-43"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9337_43_TAC1_TKN1.txt.gz"	"9337_43_TAC1_TKN1.txt.gz"	"TAC1"	"TKN1"	"TAC1"	"TAC1"	"tachykinin precursor 1"	"Protachykinin-1"	"TAC1"	"O60600;O60601;P20366;Q00072;Q53GH4;Q549V0;Q549V1;Q549V2;Q6FHM1;Q9Y494"	"6863"	"ENSG00000006128"	"ENSG00000006128"	"7q21.3"	"7"	97731908	97740472	1	97731908	10	1	"SomaScan.db + EnsDb.Hsapiens.v86"
