protein	gene	uniprot	sumstat_file	chr	tss	resource_source
SeqId_8853_2	CLEC4A	Q9UMR7	/data/Dutta_lab/aric/EA/SeqId_8853_2.PHENO1.glm.linear	12	8123632	ARIC
SeqId_8858_21	BATF3	Q9NR55	/data/Dutta_lab/aric/EA/SeqId_8858_21.PHENO1.glm.linear	1	212687509	ARIC
SeqId_8859_51	CA11	O75493	/data/Dutta_lab/aric/EA/SeqId_8859_51.PHENO1.glm.linear	19	48638385	ARIC
SeqId_8863_3	PIK3R1	P27986	/data/Dutta_lab/aric/EA/SeqId_8863_3.PHENO1.glm.linear	5	68215756	ARIC
SeqId_8864_59	CENPW	Q5EE01	/data/Dutta_lab/aric/EA/SeqId_8864_59.PHENO1.glm.linear	6	126340174	ARIC
SeqId_8866_53	QPCTL	Q9NXS2	/data/Dutta_lab/aric/EA/SeqId_8866_53.PHENO1.glm.linear	19	45692666	ARIC
SeqId_8867_18	PAEP	P09466	/data/Dutta_lab/aric/EA/SeqId_8867_18.PHENO1.glm.linear	9	135561756	ARIC
SeqId_8869_5	BTN2A1	Q7KYR7	/data/Dutta_lab/aric/EA/SeqId_8869_5.PHENO1.glm.linear	6	26457904	ARIC
SeqId_8870_38	NPM1	P06748	/data/Dutta_lab/aric/EA/SeqId_8870_38.PHENO1.glm.linear	5	171387116	ARIC
SeqId_8872_1	SEC61G	P60059	/data/Dutta_lab/aric/EA/SeqId_8872_1.PHENO1.glm.linear	7	54759182	ARIC
SeqId_8874_53	CLN5	O75503	/data/Dutta_lab/aric/EA/SeqId_8874_53.PHENO1.glm.linear	13	76990660	ARIC
SeqId_8876_51	NRXN2	P58401	/data/Dutta_lab/aric/EA/SeqId_8876_51.PHENO1.glm.linear	11	64622796	ARIC
SeqId_8877_22	EVA1C	P58658	/data/Dutta_lab/aric/EA/SeqId_8877_22.PHENO1.glm.linear	21	32412006	ARIC
SeqId_8878_48	YTHDC1	Q96MU7	/data/Dutta_lab/aric/EA/SeqId_8878_48.PHENO1.glm.linear	4	68318721	ARIC
SeqId_8882_1	ADAM17	P78536	/data/Dutta_lab/aric/EA/SeqId_8882_1.PHENO1.glm.linear	2	9493153	ARIC
SeqId_8885_6	CACNA2D3	Q8IZS8	/data/Dutta_lab/aric/EA/SeqId_8885_6.PHENO1.glm.linear	3	54122547	ARIC
SeqId_8887_21	NUDC	Q9Y266	/data/Dutta_lab/aric/EA/SeqId_8887_21.PHENO1.glm.linear	1	26900238	ARIC
SeqId_8889_5	CCPG1	Q9ULG6	/data/Dutta_lab/aric/EA/SeqId_8889_5.PHENO1.glm.linear	15	55348466	ARIC
SeqId_8890_9	TMEM132B	Q14DG7	/data/Dutta_lab/aric/EA/SeqId_8890_9.PHENO1.glm.linear	12	125186836	ARIC
SeqId_8891_7	CPVL	Q9H3G5	/data/Dutta_lab/aric/EA/SeqId_8891_7.PHENO1.glm.linear	7	29071845	ARIC
SeqId_8892_14	PEAR1	Q5VY43	/data/Dutta_lab/aric/EA/SeqId_8892_14.PHENO1.glm.linear	1	156893698	ARIC
SeqId_8893_29	PARP1	P09874	/data/Dutta_lab/aric/EA/SeqId_8893_29.PHENO1.glm.linear	1	226362252	ARIC
SeqId_8894_80	HNRNPAB	Q99729	/data/Dutta_lab/aric/EA/SeqId_8894_80.PHENO1.glm.linear	5	178204533	ARIC
SeqId_8897_3	LRRC37A2	A6NM11	/data/Dutta_lab/aric/EA/SeqId_8897_3.PHENO1.glm.linear	17	46511511	ARIC
SeqId_8899_75	UGT1A8	Q9HAW9	/data/Dutta_lab/aric/EA/SeqId_8899_75.PHENO1.glm.linear	2	233617645	ARIC
SeqId_8900_28	NEO1	Q92859	/data/Dutta_lab/aric/EA/SeqId_8900_28.PHENO1.glm.linear	15	73051710	ARIC
SeqId_8901_40	YWHAG	P61981	/data/Dutta_lab/aric/EA/SeqId_8901_40.PHENO1.glm.linear	7	76358991	ARIC
SeqId_8903_1	COX6C	P09669	/data/Dutta_lab/aric/EA/SeqId_8903_1.PHENO1.glm.linear	8	99878794	ARIC
SeqId_8905_20	KCNMB3	Q9NPA1	/data/Dutta_lab/aric/EA/SeqId_8905_20.PHENO1.glm.linear	3	179243284	ARIC
SeqId_8906_60	LRTM2	Q8N967	/data/Dutta_lab/aric/EA/SeqId_8906_60.PHENO1.glm.linear	12	1820267	ARIC
SeqId_8907_11	UGT2A1	Q9Y4X1	/data/Dutta_lab/aric/EA/SeqId_8907_11.PHENO1.glm.linear	4	69599761	ARIC
SeqId_8909_77	GNPDA1	P46926	/data/Dutta_lab/aric/EA/SeqId_8909_77.PHENO1.glm.linear	5	142005441	ARIC
SeqId_8913_22	SIGLEC11	Q96RL6	/data/Dutta_lab/aric/EA/SeqId_8913_22.PHENO1.glm.linear	19	49958458	ARIC
SeqId_8916_32	STIM1	Q13586	/data/Dutta_lab/aric/EA/SeqId_8916_32.PHENO1.glm.linear	11	3854527	ARIC
SeqId_8918_64	PTK2B	Q14289	/data/Dutta_lab/aric/EA/SeqId_8918_64.PHENO1.glm.linear	8	27311482	ARIC
SeqId_8921_139	PABPN1	Q86U42	/data/Dutta_lab/aric/EA/SeqId_8921_139.PHENO1.glm.linear	14	23321289	ARIC
SeqId_8922_4	TMCC3	Q9ULS5	/data/Dutta_lab/aric/EA/SeqId_8922_4.PHENO1.glm.linear	12	94616061	ARIC
SeqId_8923_94	GALNT16	Q8N428	/data/Dutta_lab/aric/EA/SeqId_8923_94.PHENO1.glm.linear	14	69259277	ARIC
SeqId_8924_55	CALY	Q9NYX4	/data/Dutta_lab/aric/EA/SeqId_8924_55.PHENO1.glm.linear	10	133326175	ARIC
SeqId_8925_25	RRM2B	Q7LG56	/data/Dutta_lab/aric/EA/SeqId_8925_25.PHENO1.glm.linear	8	102214229	ARIC
SeqId_8927_6	C7orf73	E0CX11	/data/Dutta_lab/aric/EA/SeqId_8927_6.PHENO1.glm.linear	7	135662496	ARIC
SeqId_8929_7	BDP1	A6H8Y1	/data/Dutta_lab/aric/EA/SeqId_8929_7.PHENO1.glm.linear	5	71455651	ARIC
SeqId_8931_124	G0S2	P27469	/data/Dutta_lab/aric/EA/SeqId_8931_124.PHENO1.glm.linear	1	209675412	ARIC
SeqId_8932_1	ENTPD6	O75354	/data/Dutta_lab/aric/EA/SeqId_8932_1.PHENO1.glm.linear	20	25195693	ARIC
SeqId_8933_84	MEF2C	Q06413	/data/Dutta_lab/aric/EA/SeqId_8933_84.PHENO1.glm.linear	5	88729519	ARIC
SeqId_8935_22	ABCC6	O95255	/data/Dutta_lab/aric/EA/SeqId_8935_22.PHENO1.glm.linear	16	16155776	ARIC
SeqId_8942_2	MRPL21	Q7Z2W9	/data/Dutta_lab/aric/EA/SeqId_8942_2.PHENO1.glm.linear	11	68903778	ARIC
SeqId_8945_7	FAM175B	Q15018	/data/Dutta_lab/aric/EA/SeqId_8945_7.PHENO1.glm.linear	10	124801819	ARIC
SeqId_8946_38	NR1H4	Q96RI1	/data/Dutta_lab/aric/EA/SeqId_8946_38.PHENO1.glm.linear	12	100473708	ARIC
SeqId_8948_13	ADAM19	Q9H013	/data/Dutta_lab/aric/EA/SeqId_8948_13.PHENO1.glm.linear	5	157502822	ARIC
SeqId_8950_4	CLCA2	Q9UQC9	/data/Dutta_lab/aric/EA/SeqId_8950_4.PHENO1.glm.linear	1	86424171	ARIC
SeqId_8951_162	CSPG4	Q6UVK1	/data/Dutta_lab/aric/EA/SeqId_8951_162.PHENO1.glm.linear	15	75712848	ARIC
SeqId_8953_47	HDGF	P51858	/data/Dutta_lab/aric/EA/SeqId_8953_47.PHENO1.glm.linear	1	156744276	ARIC
SeqId_8954_30	MAP4K1	Q92918	/data/Dutta_lab/aric/EA/SeqId_8954_30.PHENO1.glm.linear	19	38593369	ARIC
SeqId_8955_60	GLT8D1	Q68CQ7	/data/Dutta_lab/aric/EA/SeqId_8955_60.PHENO1.glm.linear	3	52696580	ARIC
SeqId_8956_96	SCARF2	Q96GP6	/data/Dutta_lab/aric/EA/SeqId_8956_96.PHENO1.glm.linear	22	20429926	ARIC
SeqId_8957_72	ERLEC1	Q96DZ1	/data/Dutta_lab/aric/EA/SeqId_8957_72.PHENO1.glm.linear	2	53787044	ARIC
SeqId_8958_51	CHL1	O00533	/data/Dutta_lab/aric/EA/SeqId_8958_51.PHENO1.glm.linear	3	196763	ARIC
SeqId_8959_61	ADAM17	P78536	/data/Dutta_lab/aric/EA/SeqId_8959_61.PHENO1.glm.linear	2	9493153	ARIC
SeqId_8960_3	ERAP2	Q6P179	/data/Dutta_lab/aric/EA/SeqId_8960_3.PHENO1.glm.linear	5	96875986	ARIC
SeqId_8962_48	RPS6KB1	P23443	/data/Dutta_lab/aric/EA/SeqId_8962_48.PHENO1.glm.linear	17	59893046	ARIC
SeqId_8963_8	VTI1B	Q9UEU0	/data/Dutta_lab/aric/EA/SeqId_8963_8.PHENO1.glm.linear	14	67659791	ARIC
SeqId_8967_6	DUSP26	Q9BV47	/data/Dutta_lab/aric/EA/SeqId_8967_6.PHENO1.glm.linear	8	33597807	ARIC
SeqId_8969_49	CD14	P08571	/data/Dutta_lab/aric/EA/SeqId_8969_49.PHENO1.glm.linear	5	140633175	ARIC
SeqId_8970_9	RIPK2	O43353	/data/Dutta_lab/aric/EA/SeqId_8970_9.PHENO1.glm.linear	8	89757806	ARIC
SeqId_8971_9	NRXN1	Q9ULB1	/data/Dutta_lab/aric/EA/SeqId_8971_9.PHENO1.glm.linear	2	49973939	ARIC
SeqId_8973_23	FCRL4	Q96PJ5	/data/Dutta_lab/aric/EA/SeqId_8973_23.PHENO1.glm.linear	1	157580537	ARIC
SeqId_8974_172	COL15A1	P39059	/data/Dutta_lab/aric/EA/SeqId_8974_172.PHENO1.glm.linear	9	98943179	ARIC
SeqId_8975_26	RQCD1	Q92600	/data/Dutta_lab/aric/EA/SeqId_8975_26.PHENO1.glm.linear	2	218568580	ARIC
SeqId_8976_13	B4GALNT1	Q00973	/data/Dutta_lab/aric/EA/SeqId_8976_13.PHENO1.glm.linear	12	57628729	ARIC
SeqId_8978_30	MAP4K3	Q8IVH8	/data/Dutta_lab/aric/EA/SeqId_8978_30.PHENO1.glm.linear	2	39261117	ARIC
SeqId_8980_19	CD200R1L	Q6Q8B3	/data/Dutta_lab/aric/EA/SeqId_8980_19.PHENO1.glm.linear	3	112829367	ARIC
SeqId_8982_65	THBS3	P49746	/data/Dutta_lab/aric/EA/SeqId_8982_65.PHENO1.glm.linear	1	155196442	ARIC
SeqId_8983_7	GOLM1	Q8NBJ4	/data/Dutta_lab/aric/EA/SeqId_8983_7.PHENO1.glm.linear	9	86036813	ARIC
SeqId_8985_13	SERAC1	Q96JX3	/data/Dutta_lab/aric/EA/SeqId_8985_13.PHENO1.glm.linear	6	158130486	ARIC
SeqId_8989_40	SCUBE1	Q8IWY4	/data/Dutta_lab/aric/EA/SeqId_8989_40.PHENO1.glm.linear	22	43262799	ARIC
SeqId_8991_115	FCRL4	Q96PJ5	/data/Dutta_lab/aric/EA/SeqId_8991_115.PHENO1.glm.linear	1	157580537	ARIC
SeqId_8992_1	TMEM2	Q9UHN6	/data/Dutta_lab/aric/EA/SeqId_8992_1.PHENO1.glm.linear	9	71687428	ARIC
SeqId_8993_151	RIPK2	O43353	/data/Dutta_lab/aric/EA/SeqId_8993_151.PHENO1.glm.linear	8	89757806	ARIC
SeqId_8994_65	SLAMF8	Q9P0V8	/data/Dutta_lab/aric/EA/SeqId_8994_65.PHENO1.glm.linear	1	159826811	ARIC
SeqId_8998_15	HS3ST4	Q9Y661	/data/Dutta_lab/aric/EA/SeqId_8998_15.PHENO1.glm.linear	16	25691959	ARIC
SeqId_8999_19	CEACAM3	P40198	/data/Dutta_lab/aric/EA/SeqId_8999_19.PHENO1.glm.linear	19	41796587	ARIC
SeqId_9000_177	SLC3A1	Q07837	/data/Dutta_lab/aric/EA/SeqId_9000_177.PHENO1.glm.linear	2	44275458	ARIC
SeqId_9002_36	SERPINA11	Q86U17	/data/Dutta_lab/aric/EA/SeqId_9002_36.PHENO1.glm.linear	14	94452800	ARIC
SeqId_9003_99	MARCO	Q9UEW3	/data/Dutta_lab/aric/EA/SeqId_9003_99.PHENO1.glm.linear	2	118942166	ARIC
SeqId_9004_24	LDLRAD4	O15165	/data/Dutta_lab/aric/EA/SeqId_9004_24.PHENO1.glm.linear	18	13217498	ARIC
SeqId_9005_16	PLXNA1	Q9UIW2	/data/Dutta_lab/aric/EA/SeqId_9005_16.PHENO1.glm.linear	3	126988594	ARIC
SeqId_9012_1	PRPF6	O94906	/data/Dutta_lab/aric/EA/SeqId_9012_1.PHENO1.glm.linear	20	63981132	ARIC
SeqId_9014_18	TMEM25	Q86YD3	/data/Dutta_lab/aric/EA/SeqId_9014_18.PHENO1.glm.linear	11	118531041	ARIC
SeqId_9015_1	PRG3	Q9Y2Y8	/data/Dutta_lab/aric/EA/SeqId_9015_1.PHENO1.glm.linear	11	57381150	ARIC
SeqId_9016_12	NR1H2	P55055	/data/Dutta_lab/aric/EA/SeqId_9016_12.PHENO1.glm.linear	19	50329653	ARIC
SeqId_9017_58	LCT	P09848	/data/Dutta_lab/aric/EA/SeqId_9017_58.PHENO1.glm.linear	2	135812959	ARIC
SeqId_9018_38	PCDH10	Q9P2E7	/data/Dutta_lab/aric/EA/SeqId_9018_38.PHENO1.glm.linear	4	133149294	ARIC
SeqId_9021_1	HAVCR1	Q96D42	/data/Dutta_lab/aric/EA/SeqId_9021_1.PHENO1.glm.linear	5	157049149	ARIC
SeqId_9022_49	DEFB132	Q7Z7B7	/data/Dutta_lab/aric/EA/SeqId_9022_49.PHENO1.glm.linear	20	257724	ARIC
SeqId_9025_5	AHSP	Q9NZD4	/data/Dutta_lab/aric/EA/SeqId_9025_5.PHENO1.glm.linear	16	31527900	ARIC
SeqId_9026_40	BTNL8	Q6UX41	/data/Dutta_lab/aric/EA/SeqId_9026_40.PHENO1.glm.linear	5	180899077	ARIC
SeqId_9027_10	NLGN2	Q8NFZ4	/data/Dutta_lab/aric/EA/SeqId_9027_10.PHENO1.glm.linear	17	7404874	ARIC
SeqId_9028_5	MTPAP	Q9NVV4	/data/Dutta_lab/aric/EA/SeqId_9028_5.PHENO1.glm.linear	10	30348977	ARIC
SeqId_9030_56	C17orf89	A1L188	/data/Dutta_lab/aric/EA/SeqId_9030_56.PHENO1.glm.linear	17	81239305	ARIC
SeqId_9032_30	ROS1	P08922	/data/Dutta_lab/aric/EA/SeqId_9032_30.PHENO1.glm.linear	6	117337340	ARIC
SeqId_9035_2	MXI1	P50539	/data/Dutta_lab/aric/EA/SeqId_9035_2.PHENO1.glm.linear	10	110207605	ARIC
SeqId_9037_1	STX18	Q9P2W9	/data/Dutta_lab/aric/EA/SeqId_9037_1.PHENO1.glm.linear	4	4423688	ARIC
SeqId_9038_12	JTB	O76095	/data/Dutta_lab/aric/EA/SeqId_9038_12.PHENO1.glm.linear	1	153977394	ARIC
SeqId_9039_47	TOR1AIP1	Q5JTV8	/data/Dutta_lab/aric/EA/SeqId_9039_47.PHENO1.glm.linear	1	179882042	ARIC
SeqId_9040_144	EPDR1	Q9UM22	/data/Dutta_lab/aric/EA/SeqId_9040_144.PHENO1.glm.linear	7	37683843	ARIC
SeqId_9043_7	TFIP11	Q9UBB9	/data/Dutta_lab/aric/EA/SeqId_9043_7.PHENO1.glm.linear	22	26494619	ARIC
SeqId_9044_1	CNTNAP5	Q8WYK1	/data/Dutta_lab/aric/EA/SeqId_9044_1.PHENO1.glm.linear	2	124025287	ARIC
SeqId_9045_3	SLC27A2	O14975	/data/Dutta_lab/aric/EA/SeqId_9045_3.PHENO1.glm.linear	15	50182196	ARIC
SeqId_9049_2	SLC16A3	O15427	/data/Dutta_lab/aric/EA/SeqId_9049_2.PHENO1.glm.linear	17	82228397	ARIC
SeqId_9050_170	RSRP1	Q9BUV0	/data/Dutta_lab/aric/EA/SeqId_9050_170.PHENO1.glm.linear	1	25243654	ARIC
SeqId_9051_13	IL32	P24001	/data/Dutta_lab/aric/EA/SeqId_9051_13.PHENO1.glm.linear	16	3065297	ARIC
SeqId_9053_16	CRIP2	P52943	/data/Dutta_lab/aric/EA/SeqId_9053_16.PHENO1.glm.linear	14	105472962	ARIC
SeqId_9055_81	MYZAP	P0CAP1	/data/Dutta_lab/aric/EA/SeqId_9055_81.PHENO1.glm.linear	15	57591904	ARIC
SeqId_9057_19	ADRM1	Q16186	/data/Dutta_lab/aric/EA/SeqId_9057_19.PHENO1.glm.linear	20	62302093	ARIC
SeqId_9058_1	TIMM21	Q9BVV7	/data/Dutta_lab/aric/EA/SeqId_9058_1.PHENO1.glm.linear	18	74148523	ARIC
SeqId_9059_14	RAPGEF5	Q92565	/data/Dutta_lab/aric/EA/SeqId_9059_14.PHENO1.glm.linear	7	22136072	ARIC
SeqId_9060_27	IGSF9B	Q9UPX0	/data/Dutta_lab/aric/EA/SeqId_9060_27.PHENO1.glm.linear	11	133912118	ARIC
SeqId_9061_3	ARHGEF10	O15013	/data/Dutta_lab/aric/EA/SeqId_9061_3.PHENO1.glm.linear	8	1823926	ARIC
SeqId_9064_12	RNF215	Q9Y6U7	/data/Dutta_lab/aric/EA/SeqId_9064_12.PHENO1.glm.linear	22	30374878	ARIC
SeqId_9068_17	JAKMIP3	Q5VZ66	/data/Dutta_lab/aric/EA/SeqId_9068_17.PHENO1.glm.linear	10	132036336	ARIC
SeqId_9070_1	C17orf67	Q0P5P2	/data/Dutta_lab/aric/EA/SeqId_9070_1.PHENO1.glm.linear	17	56795292	ARIC
SeqId_9074_6	FAXDC2	Q96IV6	/data/Dutta_lab/aric/EA/SeqId_9074_6.PHENO1.glm.linear	5	154824708	ARIC
SeqId_9075_121	KIAA1024	Q9UPX6	/data/Dutta_lab/aric/EA/SeqId_9075_121.PHENO1.glm.linear	15	79432336	ARIC
SeqId_9076_25	PENK	P01210	/data/Dutta_lab/aric/EA/SeqId_9076_25.PHENO1.glm.linear	8	56438510	ARIC
SeqId_9077_10	MAN1A2	O60476	/data/Dutta_lab/aric/EA/SeqId_9077_10.PHENO1.glm.linear	1	117367449	ARIC
SeqId_9078_207	SNTB1	Q13884	/data/Dutta_lab/aric/EA/SeqId_9078_207.PHENO1.glm.linear	8	120693908	ARIC
SeqId_9081_39	SLC30A3	Q99726	/data/Dutta_lab/aric/EA/SeqId_9081_39.PHENO1.glm.linear	2	27257820	ARIC
SeqId_9082_25	SEL1L2	Q5TEA6	/data/Dutta_lab/aric/EA/SeqId_9082_25.PHENO1.glm.linear	20	13851419	ARIC
SeqId_9087_8	NHLRC3	Q5JS37	/data/Dutta_lab/aric/EA/SeqId_9087_8.PHENO1.glm.linear	13	39038306	ARIC
SeqId_9089_77	JPH3	Q8WXH2	/data/Dutta_lab/aric/EA/SeqId_9089_77.PHENO1.glm.linear	16	87601835	ARIC
SeqId_9092_33	ANGPTL1	O95841	/data/Dutta_lab/aric/EA/SeqId_9092_33.PHENO1.glm.linear	1	178869278	ARIC
SeqId_9094_5	CLEC4C	Q8WTT0	/data/Dutta_lab/aric/EA/SeqId_9094_5.PHENO1.glm.linear	12	7737575	ARIC
SeqId_9095_5	MTFR1	Q15390	/data/Dutta_lab/aric/EA/SeqId_9095_5.PHENO1.glm.linear	8	65644734	ARIC
SeqId_9097_5	KIAA1324	Q6UXG2	/data/Dutta_lab/aric/EA/SeqId_9097_5.PHENO1.glm.linear	1	109113679	ARIC
SeqId_9099_19	SYT5	O00445	/data/Dutta_lab/aric/EA/SeqId_9099_19.PHENO1.glm.linear	19	55173093	ARIC
SeqId_9100_32	C5orf46	Q6UWT4	/data/Dutta_lab/aric/EA/SeqId_9100_32.PHENO1.glm.linear	5	147906490	ARIC
SeqId_9102_28	ZFYVE27	Q5T4F4	/data/Dutta_lab/aric/EA/SeqId_9102_28.PHENO1.glm.linear	10	97737121	ARIC
SeqId_9106_87	LYSMD4	Q5XG99	/data/Dutta_lab/aric/EA/SeqId_9106_87.PHENO1.glm.linear	15	99717824	ARIC
SeqId_9107_59	ARMC10	Q8N2F6	/data/Dutta_lab/aric/EA/SeqId_9107_59.PHENO1.glm.linear	7	103074881	ARIC
SeqId_9110_2	SYT17	Q9BSW7	/data/Dutta_lab/aric/EA/SeqId_9110_2.PHENO1.glm.linear	16	19167971	ARIC
SeqId_9111_40	JPH4	Q96JJ6	/data/Dutta_lab/aric/EA/SeqId_9111_40.PHENO1.glm.linear	14	23573001	ARIC
SeqId_9114_84	UMODL1	Q5DID0	/data/Dutta_lab/aric/EA/SeqId_9114_84.PHENO1.glm.linear	21	42062959	ARIC
SeqId_9115_78	ADAMDEC1	O15204	/data/Dutta_lab/aric/EA/SeqId_9115_78.PHENO1.glm.linear	8	24384285	ARIC
SeqId_9116_28	HEPACAM2	A8MVW5	/data/Dutta_lab/aric/EA/SeqId_9116_28.PHENO1.glm.linear	7	93205647	ARIC
SeqId_9117_4	IL36G	Q9NZH8	/data/Dutta_lab/aric/EA/SeqId_9117_4.PHENO1.glm.linear	2	112973203	ARIC
SeqId_9118_7	PSD2	Q9BQI7	/data/Dutta_lab/aric/EA/SeqId_9118_7.PHENO1.glm.linear	5	139795808	ARIC
SeqId_9121_28	FUT2	Q10981	/data/Dutta_lab/aric/EA/SeqId_9121_28.PHENO1.glm.linear	19	48695971	ARIC
SeqId_9123_18	DOS	Q8N350	/data/Dutta_lab/aric/EA/SeqId_9123_18.PHENO1.glm.linear	19	1235085	ARIC
SeqId_9125_23	MASP1	P48740	/data/Dutta_lab/aric/EA/SeqId_9125_23.PHENO1.glm.linear	3	187243585	ARIC
SeqId_9126_171	NT5DC3	Q86UY8	/data/Dutta_lab/aric/EA/SeqId_9126_171.PHENO1.glm.linear	12	103785384	ARIC
SeqId_9127_4	SLC26A5	P58743	/data/Dutta_lab/aric/EA/SeqId_9127_4.PHENO1.glm.linear	7	103421522	ARIC
SeqId_9128_34	FLRT3	Q9NZU0	/data/Dutta_lab/aric/EA/SeqId_9128_34.PHENO1.glm.linear	20	14337608	ARIC
SeqId_9168_31	CCL26	Q9Y258	/data/Dutta_lab/aric/EA/SeqId_9168_31.PHENO1.glm.linear	7	75772257	ARIC
SeqId_9170_24	IL17A	Q16552	/data/Dutta_lab/aric/EA/SeqId_9170_24.PHENO1.glm.linear	6	52186375	ARIC
SeqId_9171_11	CSRP3	P50461	/data/Dutta_lab/aric/EA/SeqId_9171_11.PHENO1.glm.linear	11	19201976	ARIC
SeqId_9172_69	MMP8	P22894	/data/Dutta_lab/aric/EA/SeqId_9172_69.PHENO1.glm.linear	11	102724781	ARIC
SeqId_9173_21	PGM1	P36871	/data/Dutta_lab/aric/EA/SeqId_9173_21.PHENO1.glm.linear	1	63593411	ARIC
SeqId_9175_48	DSCAM	O60469	/data/Dutta_lab/aric/EA/SeqId_9175_48.PHENO1.glm.linear	21	40353654	ARIC
SeqId_9176_3	MUC1	P15941	/data/Dutta_lab/aric/EA/SeqId_9176_3.PHENO1.glm.linear	1	155187767	ARIC
SeqId_9177_6	FAM3B	P58499	/data/Dutta_lab/aric/EA/SeqId_9177_6.PHENO1.glm.linear	21	41304212	ARIC
SeqId_9178_30	NRG1	Q02297	/data/Dutta_lab/aric/EA/SeqId_9178_30.PHENO1.glm.linear	8	31639222	ARIC
SeqId_9182_3	LRP1	Q07954	/data/Dutta_lab/aric/EA/SeqId_9182_3.PHENO1.glm.linear	12	57128483	ARIC
SeqId_9183_7	IFNAR1	P17181	/data/Dutta_lab/aric/EA/SeqId_9183_7.PHENO1.glm.linear	21	33324429	ARIC
SeqId_9185_15	TFF1	P04155	/data/Dutta_lab/aric/EA/SeqId_9185_15.PHENO1.glm.linear	21	42366535	ARIC
SeqId_9187_2	HMGN1	P05114	/data/Dutta_lab/aric/EA/SeqId_9187_2.PHENO1.glm.linear	21	39348339	ARIC
SeqId_9188_119	CXCL9	Q07325	/data/Dutta_lab/aric/EA/SeqId_9188_119.PHENO1.glm.linear	4	76007509	ARIC
SeqId_9190_7	CD63	P08962	/data/Dutta_lab/aric/EA/SeqId_9190_7.PHENO1.glm.linear	12	55725968	ARIC
SeqId_9191_8	TFF2	Q03403	/data/Dutta_lab/aric/EA/SeqId_9191_8.PHENO1.glm.linear	21	42350994	ARIC
SeqId_9196_8	LGALS7	P47929	/data/Dutta_lab/aric/EA/SeqId_9196_8.PHENO1.glm.linear	19	38773432	ARIC
SeqId_9197_4	LGALS9	O00182	/data/Dutta_lab/aric/EA/SeqId_9197_4.PHENO1.glm.linear	17	27629798	ARIC
SeqId_9199_6	UBE2G2	P60604	/data/Dutta_lab/aric/EA/SeqId_9199_6.PHENO1.glm.linear	21	44775436	ARIC
SeqId_9201_13	TAGLN2	P37802	/data/Dutta_lab/aric/EA/SeqId_9201_13.PHENO1.glm.linear	1	159923717	ARIC
SeqId_9202_309	ATP5O	P48047	/data/Dutta_lab/aric/EA/SeqId_9202_309.PHENO1.glm.linear	21	33907412	ARIC
SeqId_9204_33	POMC	P01189	/data/Dutta_lab/aric/EA/SeqId_9204_33.PHENO1.glm.linear	2	25168571	ARIC
SeqId_9207_60	CRYZL1	O95825	/data/Dutta_lab/aric/EA/SeqId_9207_60.PHENO1.glm.linear	21	33591718	ARIC
SeqId_9211_19	SERPINF1	P36955	/data/Dutta_lab/aric/EA/SeqId_9211_19.PHENO1.glm.linear	17	1762029	ARIC
SeqId_9212_22	CTSF	Q9UBX1	/data/Dutta_lab/aric/EA/SeqId_9212_22.PHENO1.glm.linear	11	66566134	ARIC
SeqId_9215_117	USP25	Q9UHP3	/data/Dutta_lab/aric/EA/SeqId_9215_117.PHENO1.glm.linear	21	15730025	ARIC
SeqId_9216_100	PLXNB2	O15031	/data/Dutta_lab/aric/EA/SeqId_9216_100.PHENO1.glm.linear	22	50278840	ARIC
SeqId_9219_70	NENF	Q9UMX5	/data/Dutta_lab/aric/EA/SeqId_9219_70.PHENO1.glm.linear	1	212432920	ARIC
SeqId_9220_7	EPHB3	P54753	/data/Dutta_lab/aric/EA/SeqId_9220_7.PHENO1.glm.linear	3	184561785	ARIC
SeqId_9221_6	ITPRIPL1	Q6GPH6	/data/Dutta_lab/aric/EA/SeqId_9221_6.PHENO1.glm.linear	2	96325331	ARIC
SeqId_9223_11	MANF	P55145	/data/Dutta_lab/aric/EA/SeqId_9223_11.PHENO1.glm.linear	3	51385291	ARIC
SeqId_9226_6	TMUB2	Q71RG4	/data/Dutta_lab/aric/EA/SeqId_9226_6.PHENO1.glm.linear	17	44186970	ARIC
SeqId_9229_9	CTRL	P40313	/data/Dutta_lab/aric/EA/SeqId_9229_9.PHENO1.glm.linear	16	67929674	ARIC
SeqId_9231_23	IMPAD1	Q9NX62	/data/Dutta_lab/aric/EA/SeqId_9231_23.PHENO1.glm.linear	8	56980112	ARIC
SeqId_9233_71	TFPI2	P48307	/data/Dutta_lab/aric/EA/SeqId_9233_71.PHENO1.glm.linear	7	93890170	ARIC
SeqId_9234_8	TWSG1	Q9GZX9	/data/Dutta_lab/aric/EA/SeqId_9234_8.PHENO1.glm.linear	18	9334767	ARIC
SeqId_9235_3	PLXDC1	Q8IUK5	/data/Dutta_lab/aric/EA/SeqId_9235_3.PHENO1.glm.linear	17	39070471	ARIC
SeqId_9237_54	ACP2	P11117	/data/Dutta_lab/aric/EA/SeqId_9237_54.PHENO1.glm.linear	11	47244960	ARIC
SeqId_9241_40	SIRPG	Q9P1W8	/data/Dutta_lab/aric/EA/SeqId_9241_40.PHENO1.glm.linear	20	1630643	ARIC
SeqId_9243_10	LYG1	Q8N1E2	/data/Dutta_lab/aric/EA/SeqId_9243_10.PHENO1.glm.linear	2	99301176	ARIC
